timestamp,symbol,close,high,low,trade_count,open,volume,vwap
2017-01-03 05:00:00+00:00,TSLA,216.99,220.33,210.96,50170,214.86,5923254,216.719313
2017-01-04 05:00:00+00:00,TSLA,226.99,228.0,214.31,88970,214.75,11241055,224.007831
2017-01-05 05:00:00+00:00,TSLA,226.75,227.48,221.95,47495,226.5,5911798,224.40726
2017-01-06 05:00:00+00:00,TSLA,229.01,230.31,225.45,44029,226.93,5562896,228.604505
2017-01-09 05:00:00+00:00,TSLA,231.28,231.92,228.0,31878,228.97,3979504,230.37174
2017-01-10 05:00:00+00:00,TSLA,229.87,232.0,226.89,31903,232.0,3659955,228.965718
2017-01-11 05:00:00+00:00,TSLA,229.73,229.98,226.68,28774,229.07,3650825,228.257862
2017-01-12 05:00:00+00:00,TSLA,229.59,230.7,225.58,33208,229.06,3866712,228.286773
2017-01-13 05:00:00+00:00,TSLA,237.75,237.85,229.59,50171,230.0,6093173,235.189962
2017-01-17 05:00:00+00:00,TSLA,235.58,239.96,234.37,37727,237.0,4645822,236.766107
2017-01-18 05:00:00+00:00,TSLA,238.36,239.71,235.58,31356,237.42,3774801,237.892167
2017-01-19 05:00:00+00:00,TSLA,243.76,248.68,240.75,67403,246.31,7732303,244.652279
2017-01-20 05:00:00+00:00,TSLA,244.73,246.0,243.01,31671,245.46,4205975,244.72473
2017-01-23 05:00:00+00:00,TSLA,248.92,250.8899,245.5,51392,245.85,6262938,248.774047
2017-01-24 05:00:00+00:00,TSLA,254.61,254.8,249.65,45067,250.0,4965454,252.80837
2017-01-25 05:00:00+00:00,TSLA,254.47,258.46,251.8,45239,257.31,5176369,254.89718
2017-01-26 05:00:00+00:00,TSLA,252.51,255.74,250.75,30468,254.44,3157223,252.767343
2017-01-27 05:00:00+00:00,TSLA,252.95,253.0,248.52,32066,251.38,3171336,250.910484
2017-01-30 05:00:00+00:00,TSLA,250.63,255.2899,247.1,34624,252.53,3801074,250.317485
2017-01-31 05:00:00+00:00,TSLA,251.93,255.89,247.7,38095,248.98,4116104,252.577195
2017-02-01 05:00:00+00:00,TSLA,249.24,253.2,249.05,35558,253.05,3958879,250.554189
2017-02-02 05:00:00+00:00,TSLA,251.55,252.42,247.71,22909,248.34,2499775,250.774694
2017-02-03 05:00:00+00:00,TSLA,251.33,252.179,249.68,19558,251.91,2186723,251.177596
2017-02-06 05:00:00+00:00,TSLA,257.77,257.82,250.63,30359,251.0,3565117,254.755556
2017-02-07 05:00:00+00:00,TSLA,257.48,260.0,256.42,37507,258.19,4245775,258.018968
2017-02-08 05:00:00+00:00,TSLA,262.08,263.36,256.2,37266,257.35,3934214,260.837015
2017-02-09 05:00:00+00:00,TSLA,269.2,271.18,266.15,64699,266.25,7840883,269.08886
2017-02-10 05:00:00+00:00,TSLA,269.23,270.95,266.11,31722,269.79,3621839,269.114541
2017-02-13 05:00:00+00:00,TSLA,280.6,280.7899,270.51,62161,270.74,7029605,278.147254
2017-02-14 05:00:00+00:00,TSLA,280.98,287.39,278.61,63917,279.0,7345492,283.459685
2017-02-15 05:00:00+00:00,TSLA,279.76,282.24,276.44,44991,280.0,4948153,279.465689
2017-02-16 05:00:00+00:00,TSLA,268.95,280.0,268.5,69201,277.39,7080150,273.000706
2017-02-17 05:00:00+00:00,TSLA,272.23,272.89,264.15,52944,265.0,6257289,269.151975
2017-02-21 05:00:00+00:00,TSLA,277.39,281.4,274.01,47991,275.45,5687852,278.297642
2017-02-22 05:00:00+00:00,TSLA,273.51,283.45,272.6,76731,280.31,8754975,276.135659
2017-02-23 05:00:00+00:00,TSLA,255.99,264.66,255.56,139545,264.08,14915664,259.826735
2017-02-24 05:00:00+00:00,TSLA,257.0,258.25,250.2,69674,252.22,8176226,254.8484
2017-02-27 05:00:00+00:00,TSLA,246.23,248.36,242.01,98141,248.17,11460810,245.291411
2017-02-28 05:00:00+00:00,TSLA,249.99,251.0,243.9,51242,244.19,6079650,248.526384
2017-03-01 05:00:00+00:00,TSLA,250.02,254.85,249.11,40434,254.0,4809696,251.643353
2017-03-02 05:00:00+00:00,TSLA,250.48,253.28,248.27,28335,249.71,3351633,250.512778
2017-03-03 05:00:00+00:00,TSLA,251.57,251.9,249.0,26461,250.74,2929721,250.462426
2017-03-06 05:00:00+00:00,TSLA,251.21,251.7,247.51,30215,247.91,3357100,249.54962
2017-03-07 05:00:00+00:00,TSLA,248.59,253.89,248.32,32411,251.92,3459499,250.782325
2017-03-08 05:00:00+00:00,TSLA,246.87,250.07,245.32,36772,246.75,3728649,248.121398
2017-03-09 05:00:00+00:00,TSLA,244.9,248.66,243.0,34777,247.63,3879293,245.66905
2017-03-10 05:00:00+00:00,TSLA,243.69,246.5,243.0,27036,246.21,3066272,244.262534
2017-03-13 04:00:00+00:00,TSLA,246.17,246.85,242.781,26799,244.82,3022805,245.407364
2017-03-14 04:00:00+00:00,TSLA,258.0,258.12,246.02,64416,246.11,7598446,253.509934
2017-03-15 04:00:00+00:00,TSLA,255.73,261.0,254.27,45779,256.89,5336356,257.112576
2017-03-16 04:00:00+00:00,TSLA,262.05,265.75,259.06,58482,262.4,7134414,262.812569
2017-03-17 04:00:00+00:00,TSLA,261.5,265.33,261.2,45043,264.0,6497804,263.322552
2017-03-20 04:00:00+00:00,TSLA,261.92,264.55,258.821,29743,260.6,3616394,261.595337
2017-03-21 04:00:00+00:00,TSLA,250.68,264.8,250.24,61051,262.83,6912565,256.145066
2017-03-22 04:00:00+00:00,TSLA,255.01,255.07,250.51,32641,251.46,4060305,252.737538
2017-03-23 04:00:00+00:00,TSLA,254.78,257.672,253.3,26947,255.25,3320245,255.602391
2017-03-24 04:00:00+00:00,TSLA,263.16,263.89,255.01,46704,255.7,5655653,260.395728
2017-03-27 04:00:00+00:00,TSLA,270.22,270.57,259.75,54054,260.6,6232005,266.650344
2017-03-28 04:00:00+00:00,TSLA,277.45,280.68,275.0,69303,277.01,7987604,277.766616
2017-03-29 04:00:00+00:00,TSLA,277.38,279.6,275.54,32309,278.34,3676649,277.392486
2017-03-30 04:00:00+00:00,TSLA,277.92,282.0,277.21,35706,278.11,4148426,279.61335
2017-03-31 04:00:00+00:00,TSLA,278.3,279.68,276.3197,28559,278.73,3304640,278.438993
2017-04-03 04:00:00+00:00,TSLA,298.52,299.0,284.58,119065,287.0,13890251,292.722977
2017-04-04 04:00:00+00:00,TSLA,303.7,304.81,294.53,95680,297.0,10135451,301.116736
2017-04-05 04:00:00+00:00,TSLA,295.0,304.88,294.2,70079,302.01,7881861,300.169585
2017-04-06 04:00:00+00:00,TSLA,298.7,301.94,294.1,48830,296.88,5560588,298.337593
2017-04-07 04:00:00+00:00,TSLA,302.54,302.69,297.15,40105,297.5,4579644,300.80334
2017-04-10 04:00:00+00:00,TSLA,312.39,313.7299,308.71,72149,309.2,7665541,311.527416
2017-04-11 04:00:00+00:00,TSLA,308.71,313.47,305.5,54492,313.0,5724717,308.919442
2017-04-12 04:00:00+00:00,TSLA,296.84,308.4481,296.32,56851,306.34,6050682,301.818611
2017-04-13 04:00:00+00:00,TSLA,304.0,307.39,295.3,75453,296.7,9284764,301.472375
2017-04-17 04:00:00+00:00,TSLA,301.44,304.0,298.68,37467,302.7,4138836,301.270741
2017-04-18 04:00:00+00:00,TSLA,300.25,300.8399,297.9,27100,299.7,3060698,299.833208
2017-04-19 04:00:00+00:00,TSLA,305.52,306.62,302.11,36505,302.46,3898024,304.925327
2017-04-20 04:00:00+00:00,TSLA,302.51,309.15,300.23,54954,306.7,6149353,304.462716
2017-04-21 04:00:00+00:00,TSLA,305.6,306.4,300.42,36926,302.0,4534756,304.128977
2017-04-24 04:00:00+00:00,TSLA,308.03,310.55,306.0215,45574,309.34,5084205,308.094785
2017-04-25 04:00:00+00:00,TSLA,313.79,313.98,305.86,61699,308.0,6787708,310.757102
2017-04-26 04:00:00+00:00,TSLA,310.17,314.5,309.0,38266,312.37,4705044,311.344765
2017-04-27 04:00:00+00:00,TSLA,308.63,313.09,307.5,31417,311.69,3468569,310.276352
2017-04-28 04:00:00+00:00,TSLA,314.07,314.8,308.0,40485,309.83,4505478,311.721841
2017-05-01 04:00:00+00:00,TSLA,322.83,327.25,314.81,75385,315.0,8830965,322.510629
2017-05-02 04:00:00+00:00,TSLA,318.89,327.6599,316.5601,51704,324.07,5382778,320.847714
2017-05-03 04:00:00+00:00,TSLA,311.02,321.53,310.45,71785,317.67,7133365,313.806535
2017-05-04 04:00:00+00:00,TSLA,295.46,307.77,290.7601,143747,307.74,14257008,296.577266
2017-05-05 04:00:00+00:00,TSLA,308.35,308.55,296.8,72817,298.0,8177347,304.19737
2017-05-08 04:00:00+00:00,TSLA,307.19,313.79,305.82,63055,310.59,7006621,309.520403
2017-05-09 04:00:00+00:00,TSLA,321.26,321.99,309.1,85320,309.38,9676663,318.37498
2017-05-10 04:00:00+00:00,TSLA,325.22,325.5,318.12,51213,321.56,5741949,322.893042
2017-05-11 04:00:00+00:00,TSLA,323.1,326.0,319.6,44490,323.96,4754143,322.82116
2017-05-12 04:00:00+00:00,TSLA,324.81,327.0,321.53,36579,325.48,4121615,324.591283
2017-05-15 04:00:00+00:00,TSLA,315.88,320.2,312.53,73508,318.25,7624204,316.11545
2017-05-16 04:00:00+00:00,TSLA,317.01,320.06,315.14,36956,317.59,4152484,317.537545
2017-05-17 04:00:00+00:00,TSLA,306.11,314.63,305.5,66433,314.58,6731940,309.0092
2017-05-18 04:00:00+00:00,TSLA,313.06,313.94,305.31,51101,307.0,5653801,310.814678
2017-05-19 04:00:00+00:00,TSLA,310.83,316.5,310.2,40940,315.55,4707573,313.131615
2017-05-22 04:00:00+00:00,TSLA,310.35,314.37,306.8,38705,312.8,4329278,309.227584
2017-05-23 04:00:00+00:00,TSLA,303.86,310.73,303.48,41132,310.46,4318854,306.276011
2017-05-24 04:00:00+00:00,TSLA,310.22,311.0,305.4,46308,306.75,5041692,308.588437
2017-05-25 04:00:00+00:00,TSLA,316.83,316.97,307.81,46222,311.02,5013963,313.442992
2017-05-26 04:00:00+00:00,TSLA,325.14,325.49,316.31,68034,317.28,7804452,322.282713
2017-05-30 04:00:00+00:00,TSLA,335.1,336.28,325.76,70433,326.0,7783069,332.420089
2017-05-31 04:00:00+00:00,TSLA,341.01,342.89,335.16,84913,337.69,9964648,338.980416
2017-06-01 04:00:00+00:00,TSLA,340.37,344.88,337.29,67887,344.07,7613744,340.988547
2017-06-02 04:00:00+00:00,TSLA,339.85,342.88,335.93,53383,339.97,5593073,340.176307
2017-06-05 04:00:00+00:00,TSLA,347.32,348.44,334.21,60366,338.5,6784368,342.105124
2017-06-06 04:00:00+00:00,TSLA,352.85,359.4929,339.97,97826,344.7,11086803,353.781909
2017-06-07 04:00:00+00:00,TSLA,359.65,360.5,355.14,80097,356.37,9398787,358.169512
2017-06-08 04:00:00+00:00,TSLA,370.0,371.9,360.22,81599,363.75,9074296,365.889206
2017-06-09 04:00:00+00:00,TSLA,357.32,376.87,354.8,171966,374.61,17261525,365.68957
2017-06-12 04:00:00+00:00,TSLA,359.01,364.5,350.62,102066,357.99,10523744,357.05965
2017-06-13 04:00:00+00:00,TSLA,375.95,376.0,366.61,106389,367.67,11811720,371.290415
2017-06-14 04:00:00+00:00,TSLA,380.66,384.25,376.31,115643,381.07,12818544,380.298933
2017-06-15 04:00:00+00:00,TSLA,375.34,375.46,366.49,98223,372.25,10427180,370.620463
2017-06-16 04:00:00+00:00,TSLA,371.4,378.01,370.1,56234,378.0,6731075,373.184254
2017-06-19 04:00:00+00:00,TSLA,369.8,376.7,367.8,62988,374.95,6549332,371.949064
2017-06-20 04:00:00+00:00,TSLA,372.24,378.88,369.73,72647,376.67,7441831,373.71843
2017-06-21 04:00:00+00:00,TSLA,376.4,376.99,368.02,45874,374.35,4923210,372.60029
2017-06-22 04:00:00+00:00,TSLA,382.61,385.0,373.57,72385,377.92,7529778,381.782165
2017-06-23 04:00:00+00:00,TSLA,383.45,386.99,379.345,55396,382.45,6445783,383.684336
2017-06-26 04:00:00+00:00,TSLA,377.49,386.95,373.1,68243,386.69,6604146,378.847019
2017-06-27 04:00:00+00:00,TSLA,362.37,376.4,362.02,75982,376.4,6996399,369.282896
2017-06-28 04:00:00+00:00,TSLA,371.24,371.74,362.52,62664,367.56,6306513,368.553043
2017-06-29 04:00:00+00:00,TSLA,360.75,371.0,354.1,87814,370.61,8222806,361.88827
2017-06-30 04:00:00+00:00,TSLA,361.61,366.7674,359.6187,55463,363.87,5870521,363.22436
2017-07-03 04:00:00+00:00,TSLA,352.62,371.35,351.5,63861,368.9,6305801,362.67338
2017-07-05 04:00:00+00:00,TSLA,327.09,347.24,326.33,197151,347.24,17076801,335.302133
2017-07-06 04:00:00+00:00,TSLA,308.83,320.7899,306.3,207171,317.26,19332113,312.550092
2017-07-07 04:00:00+00:00,TSLA,313.22,317.0,307.38,142227,314.0,14186215,312.893992
2017-07-10 04:00:00+00:00,TSLA,316.05,317.94,303.13,134774,312.87,13821014,312.009478
2017-07-11 04:00:00+00:00,TSLA,327.22,327.28,314.3,114881,315.99,11559402,322.79467
2017-07-12 04:00:00+00:00,TSLA,329.52,333.1,324.5,102436,331.13,10346190,329.00398
2017-07-13 04:00:00+00:00,TSLA,323.41,331.6,319.97,92003,330.11,8594616,325.310087
2017-07-14 04:00:00+00:00,TSLA,327.78,328.42,321.22,56529,323.16,5625276,325.249845
2017-07-17 04:00:00+00:00,TSLA,319.57,327.1,313.45,98204,325.58,9878293,319.309048
2017-07-18 04:00:00+00:00,TSLA,328.24,329.13,315.66,65125,317.41,6373870,324.430326
2017-07-19 04:00:00+00:00,TSLA,325.26,331.65,323.2193,65678,328.23,6357014,327.039908
2017-07-20 04:00:00+00:00,TSLA,329.92,330.22,324.2,49838,326.9,5166188,327.20859
2017-07-21 04:00:00+00:00,TSLA,328.4,331.2575,325.8,48308,329.0,4901606,328.772734
2017-07-24 04:00:00+00:00,TSLA,342.52,343.399,330.01,84607,330.25,8635850,339.477874
