timestamp,symbol,close,high,low,trade_count,open,volume,vwap
2017-07-25 04:00:00+00:00,TSLA,339.6,345.6,334.15,68250,345.0,6988797,338.852442
2017-07-26 04:00:00+00:00,TSLA,343.85,345.5,338.12,47045,341.22,4820236,342.990205
2017-07-27 04:00:00+00:00,TSLA,334.46,347.5,326.29,90708,346.0,8302405,338.163969
2017-07-28 04:00:00+00:00,TSLA,335.07,339.6,332.51,50957,336.89,4880451,336.552157
2017-07-31 04:00:00+00:00,TSLA,323.47,341.49,321.04,83733,335.5,8535136,329.668194
2017-08-01 04:00:00+00:00,TSLA,319.57,324.45,316.13,75813,322.69,8304899,320.13256
2017-08-02 04:00:00+00:00,TSLA,325.89,327.12,311.22,133254,318.94,13093294,325.945884
2017-08-03 04:00:00+00:00,TSLA,347.09,350.0,343.15,129538,346.8,13543533,346.989919
2017-08-04 04:00:00+00:00,TSLA,356.91,357.27,343.3,84209,347.0,9278203,351.168993
2017-08-07 04:00:00+00:00,TSLA,355.17,359.48,352.75,59222,357.0,6326380,356.248682
2017-08-08 04:00:00+00:00,TSLA,365.22,368.58,357.4,72501,357.53,7449887,364.962209
2017-08-09 04:00:00+00:00,TSLA,363.53,370.0,358.95,64741,361.0,6896796,365.600531
2017-08-10 04:00:00+00:00,TSLA,355.4,366.6504,354.66,71263,361.77,7092888,360.80911
2017-08-11 04:00:00+00:00,TSLA,357.87,361.26,353.62,44530,356.97,4380529,357.456016
2017-08-14 04:00:00+00:00,TSLA,363.8,367.66,362.6,46085,364.63,4549776,364.629841
2017-08-15 04:00:00+00:00,TSLA,362.33,365.49,359.37,32024,365.12,3093863,362.725694
2017-08-16 04:00:00+00:00,TSLA,362.91,366.5,362.52,34902,362.97,3413773,364.302155
2017-08-17 04:00:00+00:00,TSLA,351.92,363.3,351.59,55846,361.38,5027660,356.047745
2017-08-18 04:00:00+00:00,TSLA,347.46,354.0,345.8,59292,352.91,5408183,349.17641
2017-08-21 04:00:00+00:00,TSLA,337.86,345.82,331.85,65685,345.05,6495444,336.825831
2017-08-22 04:00:00+00:00,TSLA,341.35,342.24,337.3725,41738,341.22,4321972,340.09185
2017-08-23 04:00:00+00:00,TSLA,352.77,353.49,338.3041,50526,338.99,4954504,347.611316
2017-08-24 04:00:00+00:00,TSLA,352.93,356.66,349.74,51106,352.77,4594437,353.429103
2017-08-25 04:00:00+00:00,TSLA,348.05,355.69,347.3,37109,354.09,3483956,350.928479
2017-08-28 04:00:00+00:00,TSLA,345.66,347.35,339.72,40980,347.28,3763956,343.986905
2017-08-29 04:00:00+00:00,TSLA,347.36,349.05,338.75,47371,339.49,4073675,344.239328
2017-08-30 04:00:00+00:00,TSLA,353.18,353.47,347.0,40460,349.67,3412943,350.65405
2017-08-31 04:00:00+00:00,TSLA,355.9,358.44,352.82,42810,353.5,4072995,356.199659
2017-09-01 04:00:00+00:00,TSLA,355.4,357.59,353.6902,33652,356.12,3049745,355.367261
2017-09-05 04:00:00+00:00,TSLA,349.59,355.49,345.89,44110,353.8,3862184,350.298474
2017-09-06 04:00:00+00:00,TSLA,344.53,350.979,341.56,44096,349.65,4091351,345.697161
2017-09-07 04:00:00+00:00,TSLA,350.61,352.48,343.45,46220,345.98,4239426,349.125712
2017-09-08 04:00:00+00:00,TSLA,343.4,349.78,342.3,36441,348.99,3270595,345.777308
2017-09-11 04:00:00+00:00,TSLA,363.69,363.71,350.0,80483,351.35,7667070,358.987772
2017-09-12 04:00:00+00:00,TSLA,362.75,368.76,360.4,61721,364.5,5972916,364.747389
2017-09-13 04:00:00+00:00,TSLA,366.23,368.07,359.59,40950,363.82,4185231,364.956058
2017-09-14 04:00:00+00:00,TSLA,377.64,377.96,362.63,69904,365.04,7202524,372.055763
2017-09-15 04:00:00+00:00,TSLA,379.81,380.0,372.7,50888,374.23,5423270,377.146673
2017-09-18 04:00:00+00:00,TSLA,385.0,389.61,377.68,70836,380.0,7187980,384.941251
2017-09-19 04:00:00+00:00,TSLA,375.1,382.39,373.57,64001,380.37,6451936,376.60779
2017-09-20 04:00:00+00:00,TSLA,373.91,378.249,371.07,55365,373.04,4919052,374.307057
2017-09-21 04:00:00+00:00,TSLA,366.48,376.83,364.51,46718,374.9,4618190,369.372856
2017-09-22 04:00:00+00:00,TSLA,351.09,369.8999,350.88,84566,366.48,8159462,357.832038
2017-09-25 04:00:00+00:00,TSLA,344.99,357.469,342.88,75398,353.19,7605946,348.872855
2017-09-26 04:00:00+00:00,TSLA,345.25,351.24,340.9,68849,350.93,7156274,346.261065
2017-09-27 04:00:00+00:00,TSLA,340.97,351.489,340.5,62813,349.9,6063313,344.439961
2017-09-28 04:00:00+00:00,TSLA,339.6,342.75,335.4,62438,340.09,5319617,338.291147
2017-09-29 04:00:00+00:00,TSLA,341.1,344.68,338.601,53276,341.78,5107086,342.009784
2017-10-02 04:00:00+00:00,TSLA,341.53,343.7,335.51,55654,342.52,5286879,339.38698
2017-10-03 04:00:00+00:00,TSLA,348.14,348.55,331.28,97877,335.9,10153596,340.676903
2017-10-04 04:00:00+00:00,TSLA,355.01,358.62,349.6,79406,351.16,8199752,355.029468
2017-10-05 04:00:00+00:00,TSLA,355.33,357.435,351.35,38147,356.0,4182875,354.149175
2017-10-06 04:00:00+00:00,TSLA,356.88,360.0992,352.25,41631,353.0,4297474,356.035308
2017-10-09 04:00:00+00:00,TSLA,342.94,351.75,342.67,75900,349.38,7493679,347.73173
2017-10-10 04:00:00+00:00,TSLA,355.59,355.63,345.5305,69427,346.8,6980365,350.707969
2017-10-11 04:00:00+00:00,TSLA,354.6,357.6,351.15,42095,353.89,4500831,354.723002
2017-10-12 04:00:00+00:00,TSLA,355.68,359.78,352.64,40949,352.95,4096948,356.713516
2017-10-13 04:00:00+00:00,TSLA,355.57,358.49,353.68,35788,356.98,3540533,356.073977
2017-10-16 04:00:00+00:00,TSLA,350.6,354.48,347.16,54054,353.5,5375886,350.42495
2017-10-17 04:00:00+00:00,TSLA,355.75,356.22,350.07,37168,350.91,3293345,353.991756
2017-10-18 04:00:00+00:00,TSLA,359.65,363.0,354.13,51774,355.97,4939074,360.190026
2017-10-19 04:00:00+00:00,TSLA,351.81,357.1465,348.2,56353,355.56,5061847,351.566008
2017-10-20 04:00:00+00:00,TSLA,345.1,354.55,344.34,56457,352.54,4930395,347.594868
2017-10-23 04:00:00+00:00,TSLA,337.02,349.95,336.25,60884,349.88,5747608,343.251364
2017-10-24 04:00:00+00:00,TSLA,337.34,342.8,336.16,51848,339.49,4496672,339.040551
2017-10-25 04:00:00+00:00,TSLA,325.84,337.5,323.56,83050,336.59,8594073,329.805926
2017-10-26 04:00:00+00:00,TSLA,326.17,330.23,323.2,55502,327.42,5023508,326.229057
2017-10-27 04:00:00+00:00,TSLA,320.87,324.59,316.66,82159,320.0,6969823,320.364436
2017-10-30 04:00:00+00:00,TSLA,320.08,323.78,317.25,48742,319.18,4254378,320.699537
2017-10-31 04:00:00+00:00,TSLA,331.53,331.95,320.18,61334,320.43,5673424,326.756937
2017-11-01 04:00:00+00:00,TSLA,321.08,332.6089,320.26,103427,332.34,8457356,321.100999
2017-11-02 04:00:00+00:00,TSLA,299.26,308.69,292.63,221570,300.0,19825936,299.771739
2017-11-03 04:00:00+00:00,TSLA,306.09,306.25,295.13,96532,299.5,8893974,300.254976
2017-11-06 05:00:00+00:00,TSLA,302.78,307.5,299.01,71098,307.0,6483309,301.644604
2017-11-07 05:00:00+00:00,TSLA,306.05,306.5,300.03,56542,301.02,5294274,302.631591
2017-11-08 05:00:00+00:00,TSLA,304.39,306.89,301.3001,48053,305.5,4728671,303.651906
2017-11-09 05:00:00+00:00,TSLA,302.99,304.46,296.3,58215,302.53,5460947,300.756273
2017-11-10 05:00:00+00:00,TSLA,302.99,308.36,301.85,45473,302.31,4626304,304.233042
2017-11-13 05:00:00+00:00,TSLA,315.4,316.8,299.11,81686,300.13,7594094,310.296906
2017-11-14 05:00:00+00:00,TSLA,308.7,316.35,306.9,55917,315.0,5676076,310.501803
2017-11-15 05:00:00+00:00,TSLA,311.3,312.49,301.5,53954,306.64,5982685,308.555119
2017-11-16 05:00:00+00:00,TSLA,312.5,318.14,311.3,60107,313.99,5822073,314.894877
2017-11-17 05:00:00+00:00,TSLA,315.05,326.67,313.15,136242,326.0,13787039,318.163279
2017-11-20 05:00:00+00:00,TSLA,308.74,315.5,304.75,81075,313.79,8247753,307.91854
2017-11-21 05:00:00+00:00,TSLA,317.81,318.23,308.71,69382,310.68,7296732,314.991916
2017-11-22 05:00:00+00:00,TSLA,312.6,317.42,311.84,48176,316.77,4917636,313.721212
2017-11-24 05:00:00+00:00,TSLA,315.55,316.41,311.0,30179,313.28,3244065,314.339344
2017-11-27 05:00:00+00:00,TSLA,316.81,317.34,309.51,48933,313.25,4555994,313.987102
2017-11-28 05:00:00+00:00,TSLA,317.55,320.0,313.92,52934,316.79,4949491,317.601484
2017-11-29 05:00:00+00:00,TSLA,307.54,318.0,301.23,84358,317.3,8771598,308.467993
2017-11-30 05:00:00+00:00,TSLA,308.85,310.7,304.54,43674,308.92,4351839,308.010238
2017-12-01 05:00:00+00:00,TSLA,306.53,310.32,305.05,45588,305.44,4296774,307.116517
2017-12-04 05:00:00+00:00,TSLA,305.2,308.265,300.61,58546,306.26,5835140,305.02741
2017-12-05 05:00:00+00:00,TSLA,303.7,308.0,301.0,43672,302.0,4658220,304.770882
2017-12-06 05:00:00+00:00,TSLA,313.26,313.39,300.0,66617,300.01,7195075,307.602268
2017-12-07 05:00:00+00:00,TSLA,311.24,318.6341,311.05,54335,312.0,4785117,314.389727
2017-12-08 05:00:00+00:00,TSLA,315.13,316.98,311.26,40707,314.33,3468458,314.671673
2017-12-11 05:00:00+00:00,TSLA,328.91,329.01,313.75,77140,313.75,7937981,324.809427
2017-12-12 05:00:00+00:00,TSLA,341.03,341.44,330.03,90043,330.45,8737619,336.946811
2017-12-13 05:00:00+00:00,TSLA,339.03,344.22,336.5,63408,340.93,6233261,340.540945
2017-12-14 05:00:00+00:00,TSLA,337.89,347.44,336.9,61568,341.01,5803389,342.859031
2017-12-15 05:00:00+00:00,TSLA,343.45,343.9,335.76,59644,342.93,6937731,340.73315
2017-12-18 05:00:00+00:00,TSLA,338.87,346.73,337.58,54794,344.9,5476337,342.134318
2017-12-19 05:00:00+00:00,TSLA,331.1,341.4925,330.3,67238,340.26,6825595,334.098332
2017-12-20 05:00:00+00:00,TSLA,328.98,333.1,325.04,60379,332.69,6046791,329.054732
2017-12-21 05:00:00+00:00,TSLA,331.66,333.74,327.21,40198,329.59,4385478,330.653864
2017-12-22 05:00:00+00:00,TSLA,325.2,330.9214,324.82,46156,329.99,4215807,328.030776
2017-12-26 05:00:00+00:00,TSLA,317.29,323.94,316.58,55112,323.83,4378523,318.985146
2017-12-27 05:00:00+00:00,TSLA,311.64,317.68,310.75,53310,316.21,4712879,313.195242
2017-12-28 05:00:00+00:00,TSLA,315.36,315.82,309.54,44501,311.75,4316347,313.37613
2017-12-29 05:00:00+00:00,TSLA,311.35,316.41,310.0,40469,315.5,3780430,312.424386
2018-01-02 05:00:00+00:00,TSLA,320.53,322.1099,311.0,54313,312.3,4352241,318.563689
2018-01-03 05:00:00+00:00,TSLA,317.25,325.25,315.55,53598,321.0,4521527,319.310162
2018-01-04 05:00:00+00:00,TSLA,314.62,318.55,305.68,112597,312.87,9980056,312.476619
2018-01-05 05:00:00+00:00,TSLA,316.58,317.24,312.0,55098,316.75,4591180,315.090387
2018-01-08 05:00:00+00:00,TSLA,336.41,337.0199,315.5,108256,316.0,9859435,331.379882
2018-01-09 05:00:00+00:00,TSLA,333.69,338.8,327.405,89352,335.0,7146631,333.681901
2018-01-10 05:00:00+00:00,TSLA,334.8,337.0,330.0,50431,331.85,4324926,334.058283
2018-01-11 05:00:00+00:00,TSLA,337.95,344.8099,333.26,74836,335.24,6645484,340.357151
2018-01-12 05:00:00+00:00,TSLA,336.22,340.41,333.67,56049,338.63,4825069,336.265573
2018-01-16 05:00:00+00:00,TSLA,340.06,345.0,334.8,69630,337.51,6474251,340.126971
2018-01-17 05:00:00+00:00,TSLA,347.16,349.0,339.75,75165,340.47,7103505,345.776031
2018-01-18 05:00:00+00:00,TSLA,344.57,352.3,343.74,63057,345.67,5685845,348.377181
2018-01-19 05:00:00+00:00,TSLA,350.02,350.5899,342.6,50446,345.08,4888313,347.141665
2018-01-22 05:00:00+00:00,TSLA,351.56,357.83,349.2,64564,349.4,6210360,353.923895
2018-01-23 05:00:00+00:00,TSLA,352.79,360.5,351.0,61904,360.0,5468635,354.791855
2018-01-24 05:00:00+00:00,TSLA,345.89,354.75,343.52,64388,354.58,5287578,348.270109
2018-01-25 05:00:00+00:00,TSLA,337.64,349.2,336.4,73139,348.27,6740303,341.833904
2018-01-26 05:00:00+00:00,TSLA,342.85,344.0,335.71,54799,341.57,4539356,340.419527
2018-01-29 05:00:00+00:00,TSLA,349.53,350.85,338.28,50432,339.85,4747149,345.823023
2018-01-30 05:00:00+00:00,TSLA,345.82,348.27,342.17,55394,345.14,4717700,345.781514
2018-01-31 05:00:00+00:00,TSLA,354.31,356.19,345.19,61720,347.51,6214069,352.503566
2018-02-01 05:00:00+00:00,TSLA,349.25,359.66,348.63,50055,350.49,4197910,353.51859
2018-02-02 05:00:00+00:00,TSLA,343.75,351.95,340.51,48655,348.44,3704836,345.096298
2018-02-05 05:00:00+00:00,TSLA,333.13,344.47,333.0,56363,338.0,4464149,338.231942
2018-02-06 05:00:00+00:00,TSLA,333.97,336.22,323.5,63349,325.21,5088438,330.510022
2018-02-07 05:00:00+00:00,TSLA,345.0,346.0,335.66,82993,339.0,6969239,343.153681
2018-02-08 05:00:00+00:00,TSLA,315.23,348.62,314.6,115078,343.31,10020826,328.553497
